source1_entity_id	matched_entity_ids
S1-591365175	S2-281572075,S2-89869234
S1-585187511	S2-129820444,S2-142537017,S2-147509530,S2-157046875,S2-157097738,S2-16661454,S2-171918067,S2-212921298,S2-231773876,S2-24830547,S2-253807679,S2-264982147,S2-269386162,S2-322394472,S2-329655521,S2-356792788,S2-361921632,S2-372559141,S2-382801761,S2-38334881,S2-389710240,S2-404026928,S2-405121962,S2-416604221,S2-421333300,S2-437329443,S2-447071399,S2-450804883,S2-49392050,S2-51544589,S2-521749627,S2-523330880,S2-548036931,S2-551526529,S2-591479970,S2-601429629,S2-606271866,S2-632697613,S2-67375485,S2-696703938,S2-711630066,S2-727411853,S2-730980616,S2-789424284,S2-798955166,S2-804230414,S2-817118860,S2-834554121,S2-865580371,S2-875252317,S2-879580554,S2-887689540,S2-908908054,S2-916057041,S2-920928025,S2-921732465,S2-921816474,S2-955886714,S2-97002302,S2-970988645,S3-107344267,S3-125135365,S3-130380800,S3-151042388,S3-214612543,S3-2214847,S3-238298331,S3-242101363,S3-243773894,S3-250513302,S3-302648632,S3-313053034,S3-341014418,S3-347940928,S3-349221648,S3-355234317,S3-380908498,S3-406677539,S3-423791290,S3-436667935,S3-440735751,S3-459665031,S3-466062118,S3-474837242,S3-48706979,S3-507985121,S3-524298457,S3-531622196,S3-538855372,S3-546158679,S3-55892067,S3-560782613,S3-585638019,S3-616206742,S3-649006750,S3-66080541,S3-661296012,S3-688641162,S3-694175596,S3-700597355,S3-723358649,S3-725312329,S3-733378771,S3-739123350,S3-768319601,S3-768739568,S3-77206752,S3-781010065,S3-810499461,S3-828961179,S3-84524881,S3-858055181,S3-894883071,S3-902772642,S3-957732622,S3-964033868
S1-477308019	S2-278067963,S2-493025591,S2-550380924,S2-601942820,S2-670138930,S2-745333259,S2-863543759,S2-870924384,S2-933221094,S3-39497557,S3-403087816,S3-507101306,S3-791220833,S3-810045019,S3-957978027
S1-611838759	
S1-943911835	S3-747444988
S1-487408870	S2-399071031
S1-201577703	S2-333075667
S1-292393735	S2-144934301,S2-25747873,S2-56996174,S2-902105931,S3-109675471,S3-150879841,S3-158953559,S3-166518370,S3-388112176,S3-642150906,S3-781965572,S3-921439164
S1-611106612	S2-499264282,S3-11811200,S3-155639067,S3-260178138,S3-686236518,S3-745932161,S3-900192800,S3-921942946
S1-949279814	S2-876517323
S1-619314161	S3-139844900,S3-50726501,S3-683010454,S3-836938474,S3-912828291
S1-893609958	S3-487707403
S1-420365721	
S1-148958598	S2-115729827,S2-12892689,S2-16609582,S2-196641811,S2-217878482,S2-227932293,S2-233426900,S2-260873567,S2-308862352,S2-330636788,S2-432981175,S2-478467028,S2-488307440,S2-53587033,S2-642475858,S2-675298745,S2-68195174,S2-713384344,S2-727821195,S2-775245483,S2-778773576,S2-795511423,S2-820985393,S2-823014700,S2-828827466,S2-839605369,S2-8627822,S2-879942381,S2-892152038,S2-912291258,S2-967159651,S2-979381177,S3-116359668,S3-200365006,S3-219576315,S3-358162239,S3-362820793,S3-395006429,S3-400110539,S3-407719631,S3-410708293,S3-430429760,S3-483952901,S3-54070070,S3-572420490,S3-579334762,S3-608484176,S3-608822167,S3-649216338,S3-676244988,S3-678745778,S3-682768750,S3-739687411,S3-767710156,S3-781127028,S3-845561317,S3-859033397,S3-860262325,S3-887654834,S3-898081515,S3-903523821,S3-977339221,S3-989744276,S3-996712953
S1-163521308	S2-589482862
S1-459799143	
S1-465376969	S2-484178572,S2-832509788,S3-42495993,S3-431616497,S3-518939117,S3-774417468
S1-281523825	S3-520960104
S1-641579109	S2-298182599,S2-418777390,S2-916708687,S2-997152694,S3-116828071,S3-175190139,S3-538002274,S3-545597733,S3-629295891,S3-759667987,S3-81806736
S1-458605878	S2-14108395
S1-17225841	
S1-263994317	
S1-951451939	S2-936644698,S3-572653678,S3-735622584,S3-750731957,S3-79645421,S3-952627606
S1-957630265	
S1-172454778	S2-123502463
S1-308240187	S2-834242070
S1-97737266	S2-656425261,S2-681759890,S2-719301355,S2-997894270
S1-323199760	
S1-108027852	S2-358152118,S2-689890059,S2-825925513
S1-42643591	S2-349039396,S2-360603976,S2-368875548,S2-422966944,S2-656306550,S2-897853966,S2-986586627,S3-208802298,S3-314197076,S3-510647137,S3-571144911,S3-574221126,S3-773628304,S3-825942539
S1-349719765	
S1-863881054	
S1-905824996	
S1-310744384	
S1-755416342	S2-284356965
S1-303791674	
S1-82102704	S2-6184433,S2-970257587,S3-942094633
S1-42848680	
S1-62689130	
S1-501073561	
S1-726860670	
S1-979860618	S2-100539148,S2-111223105,S2-11144927,S2-114212739,S2-121037172,S2-121079549,S2-124423736,S2-126186242,S2-126878295,S2-129634517,S2-129862458,S2-137540458,S2-137986605,S2-14018080,S2-144390312,S2-145868678,S2-147423563,S2-150278608,S2-151364780,S2-152921596,S2-15791996,S2-175132934,S2-178137034,S2-182822788,S2-185205318,S2-186401656,S2-187360217,S2-190583428,S2-191642836,S2-194077507,S2-19643586,S2-199251349,S2-204976368,S2-21196266,S2-213487394,S2-217579020,S2-241426826,S2-249453502,S2-255041975,S2-27044795,S2-276411939,S2-286884375,S2-290854941,S2-302185840,S2-308263276,S2-32000324,S2-320080134,S2-322308888,S2-322549289,S2-330488336,S2-330649984,S2-330794196,S2-331336432,S2-33338001,S2-33587045,S2-338026973,S2-343356070,S2-347191083,S2-347422303,S2-348199122,S2-360548839,S2-369019995,S2-372202218,S2-380844305,S2-393046309,S2-400208514,S2-40928133,S2-418858367,S2-423478455,S2-43249744,S2-441165257,S2-441673279,S2-445147077,S2-446512759,S2-451032394,S2-456644680,S2-458199796,S2-468405462,S2-476197278,S2-480388294,S2-483257251,S2-485387631,S2-490193347,S2-496727568,S2-497099791,S2-505625136,S2-51880750,S2-519310425,S2-519437230,S2-521756127,S2-5219079,S2-522075249,S2-523924930,S2-525690059,S2-526470533,S2-537077181,S2-537736350,S2-542375450,S2-544705064,S2-55202306,S2-553139408,S2-555293565,S2-557107792,S2-557529659,S2-564777115,S2-577447691,S2-584113512,S2-589045340,S2-593410275,S2-593786828,S2-596060345,S2-59797227,S2-609184378,S2-61244854,S2-61550131,S2-619501416,S2-621910817,S2-62548930,S2-649328358,S2-655770636,S2-656210867,S2-662431533,S2-667628225,S2-670731444,S2-674043046,S2-680096258,S2-690354677,S2-698383825,S2-701563719,S2-710172447,S2-717421413,S2-718116300,S2-720446061,S2-732065856,S2-741019158,S2-744831479,S2-747893423,S2-749378708,S2-75103915,S2-751347429,S2-75393376,S2-761945875,S2-777362968,S2-780023554,S2-780534238,S2-780551312,S2-780776212,S2-784143921,S2-785200183,S2-790012942,S2-791103194,S2-795755063,S2-79906595,S2-803553004,S2-813828221,S2-818350100,S2-832486327,S2-83679381,S2-837978989,S2-847901350,S2-849925433,S2-850292215,S2-850892023,S2-852578388,S2-856832944,S2-86962147,S2-871594756,S2-878041572,S2-883425118,S2-88666477,S2-901069780,S2-90138268,S2-915349659,S2-92789153,S2-940528074,S2-956079819,S2-959129541,S2-96600465,S2-972731844,S3-112727090,S3-116887674,S3-127394516,S3-128550950,S3-128626732,S3-131218697,S3-145116502,S3-148551969,S3-149856491,S3-154819812,S3-155122686,S3-15984876,S3-165376184,S3-167542327,S3-170472980,S3-174991793,S3-178685997,S3-196865305,S3-212347777,S3-213906091,S3-214721223,S3-219171312,S3-219183366,S3-219641056,S3-222020273,S3-235196077,S3-236824703,S3-23735128,S3-242865792,S3-246308533,S3-253917160,S3-257820931,S3-26362601,S3-265508768,S3-272430338,S3-281507213,S3-281616660,S3-289343083,S3-289611869,S3-290388813,S3-290943218,S3-291140200,S3-29149240,S3-305118318,S3-310746857,S3-312216429,S3-317235806,S3-319089332,S3-320881063,S3-330159609,S3-340189952,S3-35377303,S3-355436520,S3-355854749,S3-359209312,S3-361201190,S3-367049214,S3-368296247,S3-372031416,S3-373708418,S3-374966698,S3-375914074,S3-376512612,S3-38273611,S3-3831930,S3-401106794,S3-411001607,S3-425408592,S3-425588944,S3-435699144,S3-450131898,S3-453191099,S3-460775116,S3-466991956,S3-4670612,S3-468080729,S3-473379803,S3-474586931,S3-476840342,S3-481751828,S3-484363793,S3-492000935,S3-495840151,S3-499644515,S3-503618739,S3-506928124,S3-514745357,S3-521438440,S3-526801334,S3-53215250,S3-532695001,S3-534855239,S3-535962125,S3-540735083,S3-541066198,S3-543007550,S3-544540120,S3-548523620,S3-550003795,S3-55139419,S3-560891676,S3-565850705,S3-571849952,S3-57918248,S3-580259088,S3-580315151,S3-581420213,S3-585786800,S3-588609310,S3-597881307,S3-599330586,S3-59933654,S3-600713405,S3-602702628,S3-603082508,S3-603643629,S3-609113939,S3-620681998,S3-621967475,S3-640270720,S3-649350697,S3-662459386,S3-668540120,S3-669626231,S3-671367319,S3-672627799,S3-673455897,S3-675846148,S3-681666067,S3-685360106,S3-704030886,S3-708607512,S3-713178508,S3-714764973,S3-720781040,S3-724655431,S3-726461438,S3-731026608,S3-737268199,S3-738711858,S3-741065065,S3-742659660,S3-74427967,S3-747437273,S3-754063984,S3-755161144,S3-757008084,S3-766134190,S3-769246241,S3-775310365,S3-78025932,S3-789224858,S3-794428934,S3-796535836,S3-797408753,S3-799087102,S3-815094061,S3-81806374,S3-819930695,S3-827023989,S3-832555065,S3-842689830,S3-850806857,S3-858380939,S3-859957354,S3-868936338,S3-871217751,S3-878410939,S3-887786347,S3-892059792,S3-893239625,S3-904452092,S3-907063526,S3-909128313,S3-91059434,S3-911213563,S3-917292948,S3-921090230,S3-925318698,S3-927595369,S3-940647417,S3-944108455,S3-947658860,S3-947873690,S3-950912364,S3-975590155,S3-994234351,S3-997963964,S3-999983073
S1-203924219	
S1-802078075	S3-403900327
S1-487019031	
S1-996523584	
S1-701406091	S2-591845836
S1-327553650	S2-21405046,S2-218113271,S2-274364330,S2-35233400,S2-353238554,S2-419626913,S2-440318852,S2-532979852,S2-534783306,S2-541028817,S2-602165367,S2-637976656,S2-663596260,S2-688689558,S2-737241122,S2-743485745,S2-903507381,S2-911148328,S2-935101559,S2-960046763,S2-982225051,S3-158646860,S3-176769799,S3-214067428,S3-483082123,S3-531101218,S3-595746038,S3-698085789,S3-700525759,S3-878412247,S3-925983465,S3-929122019,S3-937050391,S3-943017209,S3-981073369
S1-42184977	S2-515260001
S1-388617413	S2-999827941
S1-106766409	
S1-709888578	
S1-202530197	S2-393806672,S3-706516514
S1-462108517	S2-214436599,S3-547257205
S1-492381760	
S1-194603851	S2-191082432,S2-244831499,S2-518300904,S2-5914736,S2-59722543,S2-709096262,S2-965313413,S2-968098032,S2-97141635,S3-153858013,S3-187762442,S3-233051653,S3-60346760,S3-627860438,S3-752873823,S3-87820442
S1-487865990	
S1-896341705	S2-741660867,S3-131536804
S1-178961928	
S1-593436824	S2-562627702,S3-222401410
S1-70746778	
S1-384152983	S2-204178722,S2-414737483,S2-797665437
S1-540458030	
S1-220334720	S3-404451052,S3-438460997
S1-406655545	S2-436481739,S2-531149595,S2-693419703,S3-349174602,S3-579366478,S3-95131837
S1-13864555	S3-238429745
S1-216986373	
S1-434086049	S3-616017202
S1-302643182	
S1-762326721	S3-252873818,S3-808186239,S3-953755224
S1-682041645	S2-17887490,S2-90119518
S1-56629354	
S1-75631487	
S1-520361644	S3-577539728
S1-390937720	
S1-104218993	
S1-328105321	S2-308867760
S1-942449735	
S1-716830359	
S1-34916446	S2-854133226,S3-221629420,S3-325400420,S3-32703185,S3-333526973,S3-391967537,S3-404917547,S3-639540602,S3-873480015
S1-585407266	
S1-458223959	S2-106579279,S2-124124193,S2-131915605,S2-136913011,S2-138231553,S2-23890008,S2-255072715,S2-291320823,S2-294504089,S2-304924834,S2-323199264,S2-390261034,S2-410422868,S2-437684939,S2-452974123,S2-634882554,S2-859232944,S3-260716081,S3-264355635,S3-277956147,S3-30389693,S3-40729442,S3-418681907,S3-586655218,S3-594019943,S3-624055498,S3-65373771,S3-73767984,S3-744616401,S3-814869368,S3-818016577,S3-83010527,S3-830708040
S1-489817305	
S1-642038314	S2-17363979,S2-365875258,S2-423262406,S2-427003341,S2-564925995,S2-752809419,S2-779565306,S3-167736577,S3-485557635,S3-970711620,S3-971163763
S1-566137077	S3-106437410
S1-524463249	S3-484090961
S1-641249328	S3-976622317
S1-738271924	S2-84599240,S3-870702458
S1-40864644	S3-494277275
S1-303700722	
S1-617253448	S3-6810267
S1-379692908	S3-185738615
S1-697294833	S2-291019612,S2-725288982,S2-781850212,S2-974071252,S3-247433040,S3-596390596
S1-140882270	
S1-199339248	
S1-723275887	S2-429982966,S3-935381634
S1-75627448	
S1-169326669	
S1-981670420	
S1-418423816	S2-186118873,S3-77165765
S1-199429633	
S1-663286282	
S1-159514912	S2-13037307,S2-170154097,S2-286866588,S2-433000413,S2-473084446,S2-61948943,S2-657892552,S2-664807963,S2-691256949,S2-719491358,S2-988959790,S3-561655038,S3-592965414,S3-63898582,S3-66788997,S3-740709992
S1-736761428	S3-316128010,S3-626502006
S1-327370768	S3-694159745
S1-553334532	S2-101544480,S2-13041552,S2-47087232,S2-522586694,S2-584359113,S2-750289215,S3-1576287,S3-315430266,S3-67339687
S1-917409598	S2-326630314
S1-621488405	
S1-685028795	
S1-545790155	S2-135296109,S2-169759171,S2-312200044,S2-325467676,S2-351326485,S2-355004438,S2-358900067,S2-400696783,S2-403567092,S2-437258748,S2-491281219,S2-530799134,S2-547337436,S2-58759081,S2-601910449,S2-606922535,S2-61378444,S2-657586601,S2-697286403,S2-736240373,S2-755363837,S2-926182831,S2-953454603,S2-996710896,S3-110189353,S3-161409492,S3-199833759,S3-232442814,S3-246191589,S3-269345006,S3-296908218,S3-383284029,S3-440383430,S3-460997776,S3-464635242,S3-501239171,S3-562472413,S3-619635019,S3-681298210,S3-733584878,S3-796853371,S3-799022327,S3-822107754,S3-856885900,S3-916692107,S3-928844508
S1-815441395	
S1-26906339	S2-782459729,S2-79130243,S3-355180207,S3-772648134,S3-888918426
S1-144913221	S2-467517286,S2-622392426,S3-980387521
S1-17779586	
S1-397935071	S2-787813031
S1-998207330	
S1-686749094	S2-625907446
S1-123331890	S2-337555187
S1-579194394	S2-838210588
S1-786620416	S2-215270607,S2-28163592
S1-350560084	
S1-950265172	
S1-338830003	S2-101957561,S2-125622719,S2-13602542,S2-153606811,S2-331706931,S2-33491665,S2-425974213,S2-503397247,S2-511664979,S2-644078011,S2-659478502,S2-666343104,S2-676740422,S2-801409112,S2-841379062,S2-862471208,S2-871500716,S2-955047362,S3-131354978,S3-303314131,S3-349528383,S3-419033489,S3-420559946,S3-422863620,S3-482825739,S3-518061157,S3-616059912,S3-810534202,S3-83567519,S3-922938695,S3-989423485
S1-418655393	S2-937640912
S1-429691516	
S1-106410807	S2-15767005
S1-770749194	
S1-404124513	
S1-993662167	S2-535049261,S2-643296396,S2-74000018,S2-881999236
S1-819933808	S2-320638570
S1-631152952	S2-129063104,S2-185896480,S2-230531256,S2-269018098,S2-408211520,S2-461641557,S2-574625498,S2-57972075,S2-614766956,S2-790793109,S2-803915441,S2-822263631,S2-844699240,S2-894182583,S2-918529791,S2-964920674,S3-202803633,S3-280411562,S3-408647831,S3-453720730,S3-456056333,S3-499642070,S3-571807520,S3-631385882,S3-645548689,S3-736902022,S3-741645368,S3-745941320,S3-74747464,S3-897874825
S1-824919785	
S1-739611320	S3-329810024
S1-362007759	S2-353033201,S2-829092932,S2-858129912,S2-967518328,S3-18887450,S3-24155536,S3-297687810,S3-561999837,S3-682307458,S3-687963577,S3-712630164,S3-976289334
S1-91665845	
S1-208942438	
S1-376656562	S2-652280083,S3-563718823,S3-669555371,S3-80182128
S1-967173158	S2-635171575,S2-870324737,S2-915278476,S3-30570515,S3-422362033
S1-521250108	
S1-861123839	S3-489926400
S1-549612411	S3-76178227
S1-783056748	S2-582212197
S1-609653903	S2-105364346,S2-115146692,S2-135389869,S2-233453539,S2-24744505,S2-281941069,S2-285788948,S2-290662890,S2-439441326,S2-677643362,S3-153968536,S3-279610374,S3-330371449,S3-467531287,S3-526670106,S3-632057390,S3-64426730,S3-648403752,S3-662840296,S3-777098927,S3-787539279,S3-83080952,S3-917042085,S3-917914333,S3-956092385
S1-355649086	S2-528786884,S3-233695767
S1-511355563	S2-116470012,S2-172571565,S2-95935235,S3-141246458,S3-495648474,S3-51897752,S3-56042671,S3-639981076
S1-152556345	S2-195869011
S1-662196575	
S1-167577766	
S1-131053132	S2-4121966,S3-398018099
S1-892015074	S2-122510190,S2-505643335,S3-116405310,S3-254275834,S3-263659221,S3-303761037,S3-451226246,S3-571067006,S3-631470503,S3-796044881
S1-246478198	S2-158962555,S2-447304032,S2-534024601,S2-551414133,S2-711518627,S2-75131616,S2-829372859,S2-974048755,S3-284311092,S3-325584580,S3-475561833,S3-596390630,S3-810568319,S3-986624330
S1-908932165	S3-19346153
S1-335478469	S3-390729257
S1-850983521	
S1-504285887	S2-262055586,S2-982607637,S3-142720701,S3-427444299,S3-833340294
S1-392219093	S3-556582837
S1-593999035	
S1-222806068	S2-167298441,S2-321413476,S2-928627812,S3-187685833,S3-237223888,S3-864167654,S3-992223808
S1-856710782	S2-716922145,S2-972582106,S3-890385484
S1-774387323	S2-263411638
S1-665624518	S2-322111888,S2-547356270,S2-677683628,S3-11140004,S3-137473234,S3-34084970,S3-656212484,S3-659890260,S3-898766976,S3-941487332
S1-513223898	S2-128605751,S2-283428528,S3-136727846,S3-276485254,S3-346037922,S3-511242200,S3-592356081,S3-616628870
S1-40341246	S2-795734416
S1-84172548	S2-517985367,S2-674284128,S3-255208614,S3-480292832,S3-784627409,S3-957506021
S1-433213068	
S1-446613662	
S1-84838337	S2-110362477,S2-11862585,S2-164949183,S2-245073127,S2-264799203,S2-311836180,S2-314275618,S2-41531043,S2-418056768,S2-425496593,S2-549838206,S2-585196783,S2-644763550,S2-668390757,S2-843392181,S2-850110172,S2-890957486,S2-928704872,S3-103400816,S3-109809228,S3-262274672,S3-284230243,S3-412137880,S3-46851548,S3-485043397,S3-642205879,S3-694098158,S3-695194911,S3-707441456,S3-714524945,S3-857025170,S3-873486361,S3-898037437,S3-911616007,S3-921906279
S1-833798119	S2-961912639
S1-479915851	S2-474294615,S3-548323443
S1-542211755	S2-301973875,S2-302470832,S2-386744820,S2-394621054,S2-453236714,S2-537665229,S2-538054550,S2-598002760,S2-619203946,S2-729528778,S2-980230879,S3-224298004,S3-22566413,S3-586951679,S3-632434385
S1-948549202	S2-349491223,S2-555748605,S2-595003510,S2-640961254,S2-86213673,S2-948795911,S2-960291518,S3-132045828,S3-182917012,S3-350443036,S3-382119479,S3-449038706,S3-640333812
S1-652564669	
S1-261133992	S3-392984221,S3-398707362,S3-557384741,S3-974087195
S1-277460033	S2-606721283
S1-802494740	S2-312813118,S2-387290462
S1-486185859	S2-112862108,S2-187302068,S2-368229696,S2-416606688,S2-556471383,S2-562554230,S2-569953636,S2-625114194,S2-633712296,S2-770901031,S2-775464849,S2-907964050,S2-915075425,S2-954984913,S3-156595561,S3-172485866,S3-399313596,S3-424657732,S3-572818915,S3-587919399,S3-648698544,S3-727255403,S3-83725154,S3-840115393,S3-872652637
S1-435143060	S2-312409606,S3-904330088
S1-917085859	S2-195644325,S2-49947604,S3-440940185,S3-776543884
S1-878053360	
S1-505090910	S2-117186909,S2-132322532,S2-139178481,S2-168224554,S2-181345297,S2-232889837,S2-312748561,S2-320474078,S2-401710572,S2-432965540,S2-475292015,S2-485605015,S2-537311426,S2-539111175,S2-662356589,S2-702009407,S2-898742693,S2-926087590,S2-956225080,S2-967870191,S3-165442556,S3-202182771,S3-222330680,S3-244751796,S3-366276646,S3-380137378,S3-452599886,S3-45425714,S3-461156476,S3-499529708,S3-519299498,S3-599920933,S3-61373195,S3-711855420,S3-736803756,S3-75993780,S3-818493632,S3-835107836,S3-871426954,S3-948448368
S1-148758725	
S1-25879788	
S1-234423373	
S1-460146213	S2-357259900,S2-638773559,S3-559677637,S3-630683306
S1-469535575	
S1-328996647	
S1-298826786	S3-951759216
S1-803590345	S2-110840910,S2-113883487,S2-127868998,S2-152950850,S2-161883576,S2-169480237,S2-189202002,S2-222910306,S2-223661524,S2-23728616,S2-252130764,S2-25624540,S2-262584992,S2-268605309,S2-268971855,S2-290161185,S2-300720438,S2-304930221,S2-307662957,S2-310362858,S2-314802558,S2-349232715,S2-356135990,S2-35818144,S2-361545182,S2-365096757,S2-371647827,S2-37384053,S2-378857874,S2-38696758,S2-389471000,S2-413093227,S2-425417786,S2-430530857,S2-43275453,S2-459806358,S2-468315976,S2-484577606,S2-537837655,S2-538812525,S2-541004230,S2-556405995,S2-557966972,S2-558908766,S2-56606831,S2-57476874,S2-575654513,S2-588208799,S2-589570940,S2-59233011,S2-627077990,S2-632311719,S2-649927087,S2-668189279,S2-677907136,S2-696312862,S2-708749688,S2-716244974,S2-723214357,S2-730362318,S2-73503458,S2-744091930,S2-744976354,S2-74724236,S2-751874107,S2-752079811,S2-758392845,S2-761557906,S2-782630820,S2-798926895,S2-822726122,S2-825044729,S2-835982254,S2-839771912,S2-840596005,S2-85200192,S2-860988596,S2-879695630,S2-883721098,S2-892848561,S2-893216859,S2-896458432,S2-899767421,S2-906223353,S2-914609665,S2-915986620,S2-916345423,S2-929708969,S2-93128222,S2-941421676,S2-942093885,S2-94534949,S2-947518937,S2-955895802,S2-961604507,S2-967137595,S2-980895130,S2-998199484,S3-100182470,S3-10889589,S3-113691160,S3-115328607,S3-122049832,S3-131425131,S3-133126560,S3-141809034,S3-150945400,S3-152255866,S3-165258327,S3-189175782,S3-214039211,S3-224417409,S3-229519117,S3-231948931,S3-238444775,S3-251727097,S3-257710477,S3-266400063,S3-284714096,S3-337845736,S3-339238808,S3-350836296,S3-354287361,S3-374983573,S3-396164639,S3-414413999,S3-436296085,S3-436976111,S3-478840633,S3-488868527,S3-489351465,S3-490303221,S3-493933645,S3-511293810,S3-513926363,S3-538368782,S3-53911281,S3-547015682,S3-54908638,S3-555286550,S3-557764099,S3-568581350,S3-570259660,S3-575423569,S3-595492997,S3-596923297,S3-597367705,S3-609680651,S3-614751476,S3-615342870,S3-61916122,S3-623840442,S3-632359058,S3-642673563,S3-646715438,S3-6639846,S3-67290876,S3-680618024,S3-68427376,S3-69677920,S3-705859378,S3-706253801,S3-707591728,S3-709028500,S3-732834874,S3-752137533,S3-765387959,S3-789319566,S3-795413914,S3-801355401,S3-812140899,S3-816479985,S3-827454006,S3-831053493,S3-838921805,S3-844278111,S3-854430648,S3-878246823,S3-885348069,S3-889212215,S3-889834462,S3-916263302,S3-92033442,S3-931959110,S3-972495165,S3-990110387
S1-131673126	S2-840542423
S1-100899977	
S1-197197167	
S1-691890832	
S1-824076722	S2-26114491,S2-347557840,S3-401374483,S3-510762541
S1-590317213	
S1-709074730	
S1-238106423	
S1-225330324	
S1-154180077	
S1-233296344	S2-699029532,S3-164295434
S1-567398746	S3-770314711
S1-278756630	S3-893249477
S1-747808656	S3-340353131,S3-392803090,S3-443297872
S1-316795088	
S1-801212938	
S1-5842529	
S1-897981396	S2-473588988,S3-91820822
S1-899464369	S2-416035869
S1-502818456	
S1-99838517	S3-240048096
S1-945770627	
S1-38579651	S2-908833258,S2-990825410
S1-585298643	
S1-327225619	S2-802329094
S1-657688281	S2-891746522
S1-467198990	
S1-57859332	S2-121857842,S2-134716065,S2-142428035,S2-147462665,S2-165246187,S2-170418552,S2-181966610,S2-187624159,S2-190177562,S2-215054286,S2-215638971,S2-216915671,S2-218181236,S2-237218862,S2-250541755,S2-266187364,S2-267165783,S2-267689060,S2-293834218,S2-298025985,S2-304543509,S2-31438496,S2-321557670,S2-337552668,S2-36368792,S2-392521771,S2-408106658,S2-411725037,S2-413325188,S2-44671864,S2-455482066,S2-458906997,S2-460265765,S2-460893739,S2-46158158,S2-463720294,S2-471770216,S2-486409127,S2-500665893,S2-500956639,S2-510321329,S2-513552778,S2-554159224,S2-567737524,S2-627240769,S2-672491377,S2-692287103,S2-709545154,S2-715675843,S2-73269197,S2-765549476,S2-772953134,S2-77629581,S2-777183957,S2-783644076,S2-794039268,S2-795035745,S2-798541138,S2-799721221,S2-809126727,S2-827631429,S2-828185390,S2-831940949,S2-832577667,S2-836676779,S2-839262091,S2-840050388,S2-85234708,S2-852991060,S2-86082062,S2-864197972,S2-8753112,S2-877070496,S2-879110420,S2-887697858,S2-899524998,S2-908889781,S2-933279662,S2-934516056,S2-937849805,S2-954805561,S2-964546047,S2-980033900,S3-10031228,S3-119931625,S3-138720548,S3-15627859,S3-156511823,S3-158895237,S3-17185037,S3-173886060,S3-178803205,S3-190556022,S3-204395393,S3-207554489,S3-228717596,S3-242713263,S3-244988477,S3-249458392,S3-253181840,S3-253250766,S3-287252453,S3-315259021,S3-315384719,S3-321146145,S3-327542201,S3-355845266,S3-371689722,S3-395142183,S3-396716947,S3-411741854,S3-417586151,S3-417605340,S3-424081190,S3-439029993,S3-439511988,S3-451677513,S3-459080305,S3-508462374,S3-511996802,S3-514149649,S3-514421023,S3-515884760,S3-526830578,S3-527625731,S3-532719526,S3-534513175,S3-563929884,S3-581053248,S3-581384681,S3-606594652,S3-608279616,S3-620142181,S3-621078054,S3-631668168,S3-632633189,S3-64456365,S3-654346085,S3-67692784,S3-7229148,S3-75086629,S3-768105088,S3-776524492,S3-779925484,S3-784997677,S3-785938812,S3-834282268,S3-838078218,S3-83945711,S3-850244154,S3-85431965,S3-874865678,S3-88463719,S3-899987296,S3-906669679,S3-907267635,S3-941941211,S3-948848614,S3-98156066,S3-991690635
S1-745839307	S2-802946648,S3-117257045,S3-273709854,S3-312485444,S3-351363561,S3-542478613,S3-591100589,S3-776499657,S3-864719472,S3-925291214
S1-85024477	S2-292924737,S3-284068312,S3-843929312
S1-418477552	S2-202801640,S2-295217159,S2-382155749,S3-261669840,S3-423753361,S3-504534363,S3-714296349,S3-919394230
S1-905986016	S2-189227934,S2-203623278,S2-240503880,S2-246893982,S2-35941921,S2-363633455,S2-370826874,S2-384820785,S2-430727347,S2-445815241,S2-527231565,S2-529052874,S2-571717454,S2-649949607,S2-671616188,S2-723741905,S2-755592572,S2-785981106,S2-811014777,S2-814991965,S2-871058214,S2-949962354,S3-1130178,S3-274481385,S3-33433985,S3-497440309,S3-53207164,S3-599313552,S3-620105569,S3-622695110,S3-657784569,S3-718475505,S3-813800418,S3-850814100,S3-861119868,S3-934554210,S3-942406786,S3-983871001
S1-519482575	S3-64012524
S1-461918961	
S1-224323971	
S1-23537063	S2-415870437
S1-480390410	
S1-767396971	
S1-402731785	
S1-732503665	S2-255142379,S3-138793837
S1-98910320	
S1-191451677	
S1-891130183	
